
STA            LAT          LON     ELEV STAT     ONDATE    OFFDATE STANAME
H11N3     19.71718    166.90999   -1.433 ss      2007117    2009251 N3 WAKE ISLAND USA
H11S      18.50827    166.70027     .000 ar      2007127         -1 H11S WAKE ISLAND USA
H11S1     18.50827    166.70027     .000 ss      2007127    2007194 S1 WAKE ISLAND USA
H11S1     18.50827    166.70027   -1.179 ss      2007195         -1 S1 WAKE ISLAND USA
H11S2     18.49082    166.70500     .000 ss      2007127    2007194 S2 WAKE ISLAND USA
H11S2     18.49046    166.70535   -1.197 ss      2009252         -1 S2 WAKE ISLAND USA
H11S2     18.49082    166.70500   -1.197 ss      2007195    2009251 S2 WAKE ISLAND USA
H11S3     18.49568    166.68646   -1.146 ss      2007195    2009251 S3 WAKE ISLAND USA
H11S3     18.49487    166.68725   -1.146 ss      2009252         -1 S3 WAKE ISLAND USA
H11S3     18.49568    166.68646     .000 ss      2007127    2007194 S3 WAKE ISLAND USA
HFA0      60.14197     13.68499     .275 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFA1      60.14445     13.68458     .294 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFA2      60.14057     13.68061     .302 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFA3      60.14047     13.68958     .266 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFB1      60.14819     13.68235     .324 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFB2      60.14213     13.67294     .342 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFB3      60.13704     13.68204     .272 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFB4      60.13846     13.69430     .266 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFB5      60.14669     13.69639     .269 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFC2      60.13347     13.69449     .297 ss      2001236         -1 HAGFORS ARRAY, Sweden
HFS       60.13440     13.69680     .265 ar      1969121    2001236 Hagfors Array, Sweden
HFS       60.13347     13.69449     .297 ar      2001236         -1 HAGFORS ARRAY, Sweden
HFSA1     60.13830     13.69550     .240 ss      1969121    2001236 Hagfors Array, Sweden
HFSB1     60.13820     13.70110     .225 ss      1969121    2001236 Hagfors Array, Sweden
HFSB2     60.14310     13.69880     .230 ss      1969121    2001236 Hagfors Array, Sweden
HFSB3     60.14330     13.68840     .240 ss      1969121    2001236 Hagfors Array, Sweden
HFSB4     60.13840     13.68600     .239 ss      1969121    2001236 Hagfors Array, Sweden
HFSB5     60.13510     13.69350     .240 ss      1969121    2001236 Hagfors Array, Sweden
HFSC1     60.13440     13.69680     .265 ss      1969121    2001236 Hagfors Array, Sweden
HFSC2     60.13350     13.69730     .260 ss      1969121    2001236 Hagfors Array, Sweden
HIA       49.26670    119.74170     .610 ss      1986201    2003365 Hailar, China
HIA0      49.54361    119.74520     .722 ss      2008290         -1 HAILAR ARRAY ELEMENT HIA0, China
HIA1      49.54642    119.74797     .720 ss      2008290         -1 HAILAR ARRAY ELEMENT HIA1, China
HIA2      49.53921    119.74287     .701 ss      2008290         -1 HAILAR ARRAY ELEMENT HIA2, China
HIA3      49.54499    119.73921     .766 ss      2008290         -1 HAILAR ARRAY ELEMENT HIA3, China
HIB1      49.55620    119.75080     .725 ss      2008290         -1 HAILAR ARRAY ELEMENT HIB1, China
HIB1B     49.55620    119.75080     .725 ss      2008290         -1 HAILAR ARRAY ELEMENT HIB1B, China
HIB2      49.54147    119.77017     .688 ss      2008290         -1 HAILAR ARRAY ELEMENT HIB2, China
HIB3      49.52455    119.74577     .644 ss      2008290         -1 HAILAR ARRAY ELEMENT HIB3, China
HIB4      49.53143    119.72547     .717 ss      2008290         -1 HAILAR ARRAY ELEMENT HIB4, China
HIB5      49.55448    119.72684     .657 ss      2008290         -1 HAILAR ARRAY ELEMENT HIB5, China
HILR      49.55620    119.75080     .725 ar      2008290         -1 HAILAR ARRAY China
HNR       -9.43220    159.94710     .072 ss      2005080         -1 HONIARA, GUADALCANAL, SOLOMON ISLANDS
I02AR    -54.58057    -67.30923     .094 ar      2006124         -1 I02AR USHUAIA
I02H1    -54.58057    -67.30923     .094 ss      2006124         -1 I02AR USHUAIA
I02H2    -54.57490    -67.31503     .069 ss      2006124         -1 I02AR USHUAIA
I02H3    -54.57783    -67.29508     .079 ss      2006124         -1 I02AR USHUAIA
I02H4    -54.58728    -67.30883     .121 ss      2006124         -1 I02AR USHUAIA
I02H5    -54.58274    -67.31434     .096 ss      2006124         -1 I02AR USHUAIA
I04AU    -34.59761    116.35669     .167 ar      2006032         -1 I04AU SHANNON
I04H1    -34.59761    116.35669     .167 ss      2006032         -1 I04AU SHANNON
I04H2    -34.59617    116.36714     .156 ss      2006032    2006082 I04AU SHANNON
I04H2    -34.59617    116.36714     .156 ss      2006083         -1 I04AU SHANNON
I04H3    -34.60757    116.35155     .123 ss      2006032    2006082 I04AU SHANNON
I04H3    -34.60757    116.35155     .123 ss      2006083         -1 I04AU SHANNON
I04H4    -34.59400    116.34458     .155 ss      2006083         -1 I04AU SHANNON
I04H4    -34.59400    116.34458     .155 ss      2006032    2006082 I04AU SHANNON
I04H5    -34.59471    116.34109     .148 ss      2006032    2006082 I04AU SHANNON
I04H5    -34.59471    116.34109     .148 ss      2006083         -1 I04AU SHANNON
I04H6    -34.59312    116.34104     .147 ss      2006083         -1 I04AU SHANNON
I04H6    -34.59312    116.34104     .147 ss      2006032    2006082 I04AU SHANNON
I04H7    -34.59112    116.34316     .143 ss      2006032    2006082 I04AU SHANNON
I04H7    -34.59112    116.34316     .143 ss      2006083         -1 I04AU SHANNON
I04H8    -34.59292    116.34639     .149 ss      2006083         -1 I04AU SHANNON
I04H8    -34.59292    116.34639     .149 ss      2006032    2006082 I04AU SHANNON
I05AU    -42.49080    147.68063     .350 ar      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H1    -42.49080    147.68063     .350 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H2    -42.48719    147.67430     .310 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H3    -42.48229    147.67762     .314 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H4    -42.48075    147.68978     .316 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H5    -42.48847    147.69105     .316 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H6    -42.49657    147.68299     .308 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H7    -42.50046    147.68433     .306 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I05H8    -42.49977    147.68092     .304 ss      2003088         -1 HOBART INFRASONIC ARRAY, AUSTRALIA
I07AU    -19.93482    134.32953     .386 ar      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07H1    -19.93485    134.32954     .386 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07H2    -19.93341    134.33094     .388 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07H3    -19.93659    134.33073     .392 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07H4    -19.93502    134.32770     .383 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07L1    -19.93482    134.32953     .386 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07L2    -19.92455    134.32579     .387 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07L3    -19.94022    134.33963     .388 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I07L4    -19.94329    134.32290     .383 ss      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
I08BO    -16.21500    -68.45330    4.132 ar      2000003    2002226 LA PAZ (PENAS) INFRASONIC ARRAY, BOLIVIA
I08BO    -16.21523    -68.45345    4.096 ar      2002226         -1 Penas-Bolivia Infrasonic Array, Bolivia
I08H1    -16.21523    -68.45345    4.096 ss      2002226         -1 Penas-Bolivia Infrasonic Array, Bolivia
I08H1    -16.21504    -68.45326    4.132 ss      2000003    2002226 LA PAZ (PENAS) INFRASONIC ARRAY, BOLIVIA
I08H2    -16.20238    -68.45612    4.085 ss      2002226         -1 Penas-Bolivia Infrasonic Array, Bolivia
I08H2    -16.20219    -68.45594    4.121 ss      2000003    2002226 LA PAZ (PENAS) INFRASONIC ARRAY, BOLIVIA
I08H3    -16.21750    -68.44290    4.124 ss      2002226         -1 Penas-Bolivia Infrasonic Array, Bolivia
I08H3    -16.21731    -68.44272    4.160 ss      2000003    2002226 LA PAZ (PENAS) INFRASONIC ARRAY, BOLIVIA
I08H4    -16.22150    -68.46360    4.106 ss      2000003    2002226 LA PAZ (PENAS) INFRASONIC ARRAY, BOLIVIA
I08H4    -16.22168    -68.46378    4.071 ss      2002226         -1 Penas-Bolivia Infrasonic Array, Bolivia
I09BR    -15.63797    -48.01642    1.185 ar      2001171         -1 BRASILIA INFRASONIC ARRAY, Brazil
I09H1    -15.63797    -48.01642    1.185 ss      2001171         -1 BRASILIA INFRASONIC ARRAY, Brazil
I09H2    -15.62803    -48.01986    1.244 ss      2001171         -1 BRASILIA INFRASONIC ARRAY, Brazil
I09H3    -15.64508    -48.00828    1.184 ss      2001171         -1 BRASILIA INFRASONIC ARRAY, Brazil
I09H4    -15.63985    -48.02548    1.265 ss      2001171         -1 BRASILIA INFRASONIC ARRAY, Brazil
I10CA     50.20147    -96.02685     .247 ar      1999124         -1 LAC DU BONNET INFRASONIC ARRAY, Canada
I10H1     50.20147    -96.02685     .247 ss      1999124         -1 LAC DU BONNET INFRASONIC ARRAY, Canada
I10H2     50.20665    -96.03957     .237 ss      1999124         -1 LAC DU BONNET INFRASONIC ARRAY, Canada
I10H3     50.20649    -96.01169     .240 ss      1999124         -1 LAC DU BONNET INFRASONIC ARRAY, Canada
I10H4     50.18736    -96.01893     .243 ss      1999124         -1 LAC DU BONNET INFRASONIC ARRAY, Canada
I11CV     15.25729    -23.18388     .044 ar      2007150         -1 I11CV CAPE VERDE-MAIO
I11L1     15.25729    -23.18388     .044 ss      2007150         -1 I11CV CAPE VERDE-MAIO
I11L2     15.25822    -23.18637     .041 ss      2007150         -1 I11CV CAPE VERDE
I11L3     15.25551    -23.18585     .044 ss      2007150         -1 I11CV CAPE VERDE
I11L4     15.26738    -23.18385     .041 ss      2007150         -1 I11CV CAPE VERDE
I11L5     15.25802    -23.17700     .045 ss      2007150         -1 I11CV CAPE VERDE
I11L6     15.25016    -23.18303     .055 ss      2007150         -1 I11CV CAPE VERDE
I11L7     15.25566    -23.19426     .040 ss      2007150         -1 I11CV CAPE VERDE
I11L8     15.26459    -23.19374     .037 ss      2007150         -1 I11CV CAPE VERDE
I13CL    -27.12726   -109.36265     .163 ar      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H1    -27.12726   -109.36265     .163 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H2    -27.12763   -109.35046     .152 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H3    -27.14183   -109.36846     .162 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H4    -27.11656   -109.36581     .218 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H5    -27.12293   -109.36698     .186 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H6    -27.12275   -109.36546     .170 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H7    -27.12416   -109.36708     .162 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I13H8    -27.12238   -109.36758     .182 ss      2005076         -1 I13CL EASTER ISLAND CHILE INFRASONIC ARRAY
I14CL    -33.65379    -78.79598     .388 ar      2004115         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H1    -33.65379    -78.79598     .388 ss      2004115         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H2    -33.64173    -78.79628     .270 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H2    -33.64173    -78.79628     .270 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H3    -33.65896    -78.78761     .363 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H3    -33.65896    -78.78761     .363 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H4    -33.65103    -78.80917     .495 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H4    -33.65103    -78.80917     .495 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H5    -33.64253    -78.80696     .354 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H5    -33.64253    -78.80696     .354 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H6    -33.65826    -78.78648     .350 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H6    -33.65826    -78.78648     .350 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H7    -33.65961    -78.78714     .387 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H7    -33.65961    -78.78714     .387 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H8    -33.65863    -78.78870     .354 ss      2004315         -1 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I14H8    -33.65863    -78.78870     .354 ss      2004115    2004314 ROBINSON CRUSOE ISLAND INFRASONIC ARRAY , Chile
I17CI      6.67036     -4.85691     .156 ar      2002088         -1 DIMBOKRO INFRASONIC ARRAY, IVORY COAST
I17H1      6.67036     -4.85691     .156 ss      2002088         -1 DIMBOKRO INFRASONIC ARRAY, IVORY COAST
I17H2      6.68367     -4.84581     .126 ss      2002088         -1 DIMBOKRO INFRASONIC ARRAY, IVORY COAST
I17H3      6.65800     -4.84933     .120 ss      2002088         -1 DIMBOKRO INFRASONIC ARRAY, IVORY COAST
I17H4      6.67119     -4.86926     .147 ss      2002088         -1 DIMBOKRO INFRASONIC ARRAY, IVORY COAST
I18DK     77.47556    -69.28776     .088 ar      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18H1     77.47625    -69.29103     .053 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18H2     77.47599    -69.28442     .071 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18H3     77.47471    -69.28512     .046 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18H4     77.47487    -69.29108     .050 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18L1     77.47556    -69.28776     .088 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18L2     77.48068    -69.27989     .140 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18L3     77.47174    -69.27112     .030 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I18L4     77.47521    -69.31669     .047 ss      2002248         -1 QAANAAQ INFRASONIC ARRAY , DANEMARK, GREENLAND
I21FR     -8.86783   -140.15907     .806 ar      2005088         -1 I21FR MARQUESAS ISLAND INFRASONIC ARRAY
I21H1     -8.86783   -140.15907     .806 ss      2005088         -1 I21FR MARQUESAS ISLAND INFRASONIC ARRAY
I21H2     -8.86054   -140.16111     .822 ss      2005088         -1 I21FR MARQUESAS ISLAND INFRASONIC ARRAY
I21H3     -8.87078   -140.15047     .796 ss      2005088         -1 I21FR MARQUESAS ISLAND INFRASONIC ARRAY
I21H4     -8.87498   -140.16659     .821 ss      2005088         -1 I21FR MARQUESAS ISLAND INFRASONIC ARRAY
I22FR    -22.18445    166.84592     .272 ar      2002088         -1 PORTLAGUERRE INFRASONIC ARRAY
I22H1    -22.18445    166.84592     .272 ss      2002088         -1 PORTLAGUERRE INFRASONIC ARRAY
I22H2    -22.17255    166.84466     .240 ss      2002088         -1 PORTLAGUERRE INFRASONIC ARRAY
I22H3    -22.18816    166.85694     .283 ss      2002088         -1 PORTLAGUERRE INFRASONIC ARRAY
I22H4    -22.18919    166.83958     .246 ss      2002088         -1 PORTLAGUERRE INFRASONIC ARRAY
I2301    -49.34578     70.24159     .084 ss      2007344         -1 I23FR KERGUELEN
I2302    -49.34654     70.24183     .084 ss      2007344         -1 I23FR KERGUELEN
I2303    -49.34630     70.24070     .085 ss      2007344         -1 I23FR KERGUELEN
I2304    -49.34286     70.24868     .082 ss      2007344         -1 I23FR KERGUELEN
I2305    -49.34362     70.24892     .081 ss      2007344         -1 I23FR KERGUELEN
I2306    -49.34338     70.24779     .080 ss      2007344         -1 I23FR KERGUELEN
I2307    -49.34816     70.25637     .080 ss      2007344         -1 I23FR KERGUELEN
I2308    -49.34892     70.25662     .077 ss      2007344         -1 I23FR KERGUELEN
I2309    -49.34868     70.25548     .076 ss      2007344         -1 I23FR KERGUELEN
I2310    -49.35158     70.24454     .077 ss      2007344         -1 I23FR KERGUELEN
I2311    -49.35234     70.24478     .078 ss      2007344         -1 I23FR KERGUELEN
I2312    -49.35210     70.24365     .077 ss      2007344         -1 I23FR KERGUELEN
I2313    -49.34536     70.23599     .081 ss      2007344         -1 I23FR KERGUELEN
I2314    -49.34612     70.23623     .081 ss      2007344         -1 I23FR KERGUELEN
I2315    -49.34588     70.23510     .081 ss      2007344         -1 I23FR KERGUELEN
I23FR    -49.34578     70.24159     .084 ar      2007344         -1 I23FR KERGUELEN
I24FR    -17.74929   -149.29582     .117 ar      2000071         -1 TAHITI-TARAVAO INFRASONIC ARRAY, FRENCH POLYNESIA
I24H1    -17.74929   -149.29582     .117 ss      2000071         -1 TAHITI-TARAVAO INFRASONIC ARRAY, FRENCH POLYNESIA
I24H2    -17.73669   -149.29602     .075 ss      2000071         -1 TAHITI-TARAVAO INFRASONIC ARRAY, FRENCH POLYNESIA
I24H3    -17.74271   -149.27479     .229 ss      2000071         -1 TAHITI-TARAVAO INFRASONIC ARRAY, FRENCH POLYNESIA
I24H4    -17.75660   -149.28185     .234 ss      2000071         -1 TAHITI-TARAVAO INFRASONIC ARRAY, FRENCH POLYNESIA
I24H5    -17.75685   -149.30837     .096 ss      2000071         -1 TAHITI-TARAVAO INFRASONIC ARRAY, FRENCH POLYNESIA
I25H1      5.16612    -52.87941     .045 ss      2000190         -1 KOUROU INFRASONIC ARRAY, FRENCH GUIANA
I25H2      5.17636    -52.87231     .045 ss      2000190         -1 KOUROU INFRASONIC ARRAY, FRENCH GUIANA
I25H3      5.15522    -52.87130     .045 ss      2000190         -1 KOUROU INFRASONIC ARRAY, FRENCH GUIANA
I25H4      5.16159    -52.89588     .040 ss      2000190         -1 KOUROU INFRASONIC ARRAY, FRENCH GUIANA
I26DE     48.85162     13.71313    1.111 ar      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
I26H1     48.84614     13.71793    1.141 ss      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
I26H2     48.85162     13.71313    1.111 ss      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
I26H3     48.84236     13.73681    1.058 ss      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
I26H4     48.83857     13.71578    1.085 ss      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
I26H5     48.84430     13.70199    1.172 ss      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
I27DE    -70.66198     -8.32127     .046 ar      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27DE    -70.70110     -8.30291    -.057 ar      2009159         -1 Georg von Neumayer,
I27L1    -70.70110     -8.30291    -.057 ss      2009159         -1 Georg von Neumayer,
I27L1    -70.66198     -8.32127     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L2    -70.69988     -8.30455     .070 ss      2009159         -1 Georg von Neumayer,
I27L2    -70.66074     -8.32289     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L3    -70.66395     -8.32679     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L3    -70.70304     -8.30848     .055 ss      2009159         -1 Georg von Neumayer,
I27L4    -70.70245     -8.29145     .056 ss      2009159         -1 Georg von Neumayer,
I27L4    -70.66331     -8.30978     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L5    -70.69573     -8.30402     .052 ss      2009159         -1 Georg von Neumayer,
I27L5    -70.65661     -8.32245     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L6    -70.70418     -8.32098     .053 ss      2009159         -1 Georg von Neumayer,
I27L6    -70.66510     -8.33923     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L7    -70.66703     -8.30228     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L7    -70.70616     -8.28400     .055 ss      2009159         -1 Georg von Neumayer,
I27L8    -70.69203     -8.29529     .055 ss      2009159         -1 Georg von Neumayer,
I27L8    -70.65290     -8.31381     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L9    -70.66353     -8.35339     .046 ss      2003060    2009158 NEUMAYER INFRASONIC ARRAY, GERMANY,ANTARCTICA
I27L9    -70.70259     -8.33512     .054 ss      2009159         -1 Georg von Neumayer,
I30H1     35.30776    140.31376     .052 ss      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I30H2     35.31287    140.31802     .040 ss      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I30H3     35.31146    140.33000     .040 ss      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I30H4     35.30456    140.32621     .047 ss      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I30H5     35.29918    140.31364     .039 ss      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I30H6     35.30791    140.30701     .040 ss      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I30JP     35.30776    140.31376     .052 ar      2005059         -1 I30JP ISUMI JAPAN INFRASONIC ARRAY
I31H1     50.40864     58.03428     .391 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31H1     50.40858     58.03435     .367 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31H2     50.40758     58.03843     .368 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31H2     50.40761     58.03861     .392 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31H3     50.40500     58.03678     .392 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31H3     50.40497     58.03692     .367 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31H4     50.40604     58.03345     .368 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31H4     50.40603     58.03339     .390 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31KZ     50.40697     58.03482     .369 ar      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31KZ     50.40697     58.03478     .391 ar      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31L1     50.40697     58.03478     .391 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31L1     50.40697     58.03482     .369 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31L2     50.41330     58.04817     .369 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31L2     50.41328     58.04817     .392 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31L3     50.39691     58.03778     .364 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I31L3     50.39689     58.03778     .383 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31L4     50.41025     58.01761     .398 ss      2002335    2006110 AKTYUBINSK INFRASONIC ARRAY , KAZAKHSTAN
I31L4     50.41029     58.01765     .367 ss      2006111         -1 AKTYUBINSK INFRASONIC ARRAY, KAZAKHSTAN
I32H1     -1.24216     36.82721    1.662 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32H2     -1.23959     36.83273    1.658 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32H3     -1.24576     36.82533    1.669 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32H4     -1.23564     36.82488    1.670 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32H5     -1.24005     36.82654    1.669 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32H6     -1.23997     36.82877    1.670 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32H7     -1.24192     36.82958    1.661 ss      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I32KE     -1.24216     36.82721    1.662 ar      2003168         -1 NAIROBI INFRASONIC ARRAY, KENYA
I33H1    -19.01086     47.30502    1.385 ss      2001288         -1 Antananarivo Infrasonic Array, Madagascar
I33H2    -19.00214     47.31362    1.351 ss      2001288         -1 Antananarivo Infrasonic Array, Madagascar
I33H3    -19.02341     47.30861    1.385 ss      2001288         -1 Antananarivo Infrasonic Array, Madagascar
I33H4    -19.00613     47.29373    1.383 ss      2001288         -1 Antananarivo Infrasonic Array, Madagascar
I33MG    -19.01086     47.30502    1.385 ar      2001288         -1 Antananarivo Infrasonic Array, Madagascar
I34H1     47.80172    106.41012    1.245 ss      2008014         -1 I34MN SONGINO
I34H1     47.80150    106.40992    1.288 ss      1999321    2008004 SONGINO INFRASONIC ARRAY, MONGOLIA
I34H2     47.80307    106.41185    1.251 ss      2008014         -1 I34MN SONGINO
I34H2     47.81594    106.40552    1.356 ss      1999321    2008004 SONGINO INFRASONIC ARRAY, MONGOLIA
I34H3     47.79822    106.43052    1.307 ss      1999321    2008004 SONGINO INFRASONIC ARRAY, MONGOLIA
I34H3     47.79989    106.41085    1.240 ss      2008014         -1 I34MN SONGINO
I34H4     47.80209    106.40725    1.242 ss      2008014         -1 I34MN SONGINO
I34H4     47.79161    106.39728    1.258 ss      1999321    2008004 SONGINO INFRASONIC ARRAY, MONGOLIA
I34H5     47.79838    106.43074    1.264 ss      2008014         -1 I34MN SONGINO
I34H6     47.79420    106.42847    1.256 ss      2008014         -1 I34MN MONGOLIA
I34H7     47.79178    106.39750    1.216 ss      2008014         -1 I34MN MONGOLIA
I34H8     47.81611    106.40574    1.314 ss      2008014         -1 I34MN MONGOLIA
I34MN     47.80150    106.40990    1.288 ar      2001290    2008004 SONGINO INFRASONIC ARRAY, MONGOLIA
I34MN     47.80172    106.41012    1.245 ar      2008014         -1 I34MN SONGINO
I35H1    -19.19135     17.57678    1.253 ss      2003078         -1 TSUMEB, NAMIBIA
