
STA            LAT          LON     ELEV STAT     ONDATE    OFFDATE STANAME
KUR03     50.68197     78.55000     .173 ss      2006263         -1 Kurchatov Array Element KUR03
KUR04     50.66219     78.54339     .176 ss      2006263         -1 Kurchatov Array Element KUR04
KUR05     50.64236     78.53664     .181 ss      2006263         -1 Kurchatov Array Element KUR05
KUR06     50.60283     78.52394     .194 ss      2006263         -1 Kurchatov Array Element KUR06
KUR07     50.58306     78.51722     .200 ss      2006263         -1 Kurchatov Array Element KUR07
KUR08     50.56317     78.51080     .199 ss      2006263         -1 Kurchatov Array Element KUR08
KUR09     50.54333     78.50433     .199 ss      2006263         -1 Kurchatov Array Element KUR09
KUR10     50.52362     78.49773     .203 ss      2006263         -1 Kurchatov Array Element KUR10
KUR11     50.60189     78.68625     .200 ss      2006263         -1 Kurchatov Array Element KUR11
KUR12     50.60611     78.65514     .202 ss      2006263         -1 Kurchatov Array Element KUR12
KUR13     50.61022     78.62417     .224 ss      2006263         -1 Kurchatov Array Element KUR13
KUR14     50.61436     78.59272     .217 ss      2006263         -1 Kurchatov Array Element KUR14
KUR15     50.61850     78.56147     .198 ss      2006263         -1 Kurchatov Array Element KUR15
KUR16     50.62686     78.49933     .193 ss      2006263         -1 Kurchatov Array Element KUR16
KUR17     50.63175     78.46900     .184 ss      2006263         -1 Kurchatov Array Element KUR17
KUR18     50.63531     78.43683     .191 ss      2006263         -1 Kurchatov Array Element KUR18
KUR19     50.63944     78.40569     .180 ss      2006263         -1 Kurchatov Array Element KUR19
KUR20     50.64364     78.37456     .182 ss      2006263         -1 Kurchatov Array Element KUR20
KURBB     50.62264     78.53039     .200 ss      2006263         -1 Kurchatov Array Element KURBB
KURK      50.62264     78.53039     .200 ar      2006263         -1 Kurchatov Array, Kazakhstan
KVAR      43.95567     42.69517    1.196 ar      2008330         -1 KISLOVODSK ARRAY, RUSSIAN FEDERATION
LBTB     -25.01510     25.59665    1.128 ss      1993107    2004355 Lobatse, Botswana
LBTB     -25.01510     25.59660    1.148 ss      2004355         -1 LOBATSE, BOTSWANA
LEM       -6.82645    107.61748    1.281 ss      2007172         -1 LEMBANG, JAWA BARAT, INDONESIA
LPAZ     -16.28793    -68.13071    4.792 ss      2002289         -1 LA PAZ, Bolivia
LPAZ     -16.28790    -68.13070    4.774 ss      1993232    2002289 La Paz, Bolivia
LPIG      24.10103   -110.30931     .056 ss      2006081         -1 LA PAZ, BAJA CALIFORNIA SUR, MEXICO
LS01      35.86770   -106.33420     .000 ss      1994330         -1 Los Alamos Infrasonic Array, New Mexico
LS02      35.86670   -106.33300     .000 ss      1994330         -1 Los Alamos Infrasonic Array, New Mexico
LS03      35.86580   -106.33420     .000 ss      1994330         -1 Los Alamos Infrasonic Array, New Mexico
LS04      35.86670   -106.33540     .000 ss      1994330         -1 Los Alamos Infrasonic Array, New Mexico
LSAR      35.86670   -106.33420     .000 ar      1994330         -1 Los Alamos Infrasonic Array, New Mexico
LSZ      -15.27660     28.18820    1.184 ss      1994217         -1 Lusaka
LVC      -22.61280    -68.91130    2.195 ss      1996337         -1 LIMON VERDE
MA2       59.57530    150.76780     .339 ss      2010201         -1 MAGADAN, Russian Federation
MATP     -20.42583     28.49944    1.215 ss      2004343         -1 MATOPO, ZIMBABWE
MAW      -67.60390     62.87060     .012 ss      1956181    2003030 Mawson, Antarctica
MAW      -67.60460     62.87130     .012 ss      1956181         -1 MAWSON, Australia
MBAR       -.60190     30.73820    1.390 ss      2006066         -1 MBARARA, UGANDA
MDT       32.81400     -4.60700    1.168 ss      2005181         -1 MIDELT, MOROCCO
MJ00      36.54267    138.20701     .406 ss      1984092    2005060 Matsushiro Array, Japan
MJ01      36.55986    138.24185     .598 ss      1984092    2005060 Matsushiro Array, Japan
MJ02      36.53924    138.31927    1.231 ss      1984092    2005060 Matsushiro Array, Japan
MJ03      36.48160    138.29757     .838 ss      1984092    2005060 Matsushiro Array, Japan
MJ04      36.46808    138.25383     .761 ss      1984092    2005060 Matsushiro Array, Japan
MJ05      36.48668    138.21391     .961 ss      1984092    2005060 Matsushiro Array, Japan
MJ06      36.52162    138.25032     .617 ss      1984092    2005060 Matsushiro Array, Japan
MJA0      36.52472    138.24718     .662 ss      2005060         -1 JIZO (JZO) ELEMENT MJA0, Japan
MJA1      36.53376    138.25229     .672 ss      2003329         -1 TOYOSAKA (TYS) ELEMENT MJA1, Japan
MJA2      36.52407    138.26562    1.159 ss      2005060         -1 NAKAONE (NAK) ELEMENT MJA2, Japan
MJA3      36.49557    138.24672     .918 ss      2003329         -1 SOEHIYAMA (SEH) ELEMENT MJA3, Japan
MJA4      36.51146    138.24224    1.043 ss      2005060         -1 JIZOTOUGE (JZT) ELEMENT MJA4, Japan
MJAR      36.54267    138.20701     .406 ar      1984092    2005060 Matsushiro Array, Japan
MJAR      36.52472    138.24718     .662 ar      2005060         -1 JIZO (JZO) ELEMENT MJA0, Japan
MJB1      36.56295    138.23871     .642 ss      2005060         -1 TAKIMOTO (TKM) ELEMENT MJB1, Japan
MJB2      36.54231    138.31610    1.296 ss      2005060         -1 SUGADAIRA (SGD) ELEMENT MJB2, Japan
MJB3      36.48471    138.29444     .890 ss      2005060         -1 DAIRA (DIR) ELEMENT MJB3, Japan
MJB4      36.46770    138.28160     .781 ss      2003329         -1 NAKAGUMI (NGM) ELEMENT MJB4, Japan
MJB5      36.48242    138.25745     .849 ss      2003329         -1 YATSUBO (YTB) ELEMENT MJB5, Japan
MJB6      36.47117    138.25068     .794 ss      2005060         -1 IRIKARUIZAWA (IRK) ELEMENT MJB6, Japan
MJB7      36.48979    138.21078    1.034 ss      2005060         -1 WADAIRA (WDR) ELEMENT MJB7, Japan
MJB8      36.52137    138.20986     .774 ss      2003329         -1 INABA (INB) ELEMENT MJB8, Japan
MJB9      36.54577    138.20389     .454 ss      2005060         -1 MATSUSHIRO TUNNEL (MAT) ELEMENT MJB9, Japan
MJB9B     36.54583    138.20388     .454 ss      2005060         -1 MATSUSHIRO TUNNEL BB ELEMENT MJB9B, Japan
MK01      46.77000     82.30030     .609 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK02      46.76940     82.30860     .639 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK03      46.76560     82.30150     .631 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK04      46.77150     82.29510     .590 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK05      46.79370     82.29130     .615 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK06      46.77510     82.31330     .638 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK07      46.75380     82.31560     .628 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK08      46.75610     82.28660     .608 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK09      46.77440     82.27690     .580 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK31      46.79370     82.29040     .615 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MK32      46.79370     82.29040     .615 ss      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MKAR      46.79370     82.29040     .615 ar      2000319         -1 MAKANCHI ARRAY, Kazakhstan
MLR       45.49170     25.94370    1.360 ss      1980001         -1 Muntele Rosu
MMA0      33.01518     35.40311     .810 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMA0, Israel
MMA0B     33.01527     35.40305     .809 ss      2003024         -1 MOUNT MERON ARRAY ELEMENT MMA0B, Israel
MMA1      33.01812     35.40620     .777 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMA1, Israel
MMA2      33.01249     35.40572     .776 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMA2, Israel
MMA3      33.01205     35.40056     .792 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMA3, Israel
MMA4      33.01462     35.39752     .851 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMA4, Israel
MMAI      33.01518     35.40311     .810 ar      2004024         -1 MOUNT MERON ARRAY, Israel
MMB1      33.01513     35.41081     .733 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMB1, Israel
MMB2      33.00971     35.39526     .878 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMB2, Israel
MMB3      33.01954     35.39714     .812 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMB3, Israel
MMB4      33.02084     35.40199     .806 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMB4, Israel
MMC1      33.03052     35.40368     .827 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC1, Israel
MMC2      33.02681     35.41164     .701 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC2, Israel
MMC3      33.01826     35.41381     .713 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC3, Israel
MMC4      33.00722     35.41861     .750 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC4, Israel
MMC5      33.00869     35.41269     .766 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC5, Israel
MMC6      33.01203     35.39151     .893 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC6, Israel
MMC7      33.02205     35.39256     .816 ss      2004024         -1 MOUNT MERON ARRAY ELEMENT MMC7, Israel
MRNI      33.01178     35.39197     .918 ss      1998305         -1 Meron, Israel
MSEY      -4.67370     55.47920     .475 ss      1995135         -1 Mahe, Seychelles
MSKU      -1.65570     13.61160     .287 ss      2007116         -1 Masuku
NAO00     60.82370     10.83240     .379 ss      1995302         -1 NORSAR Array, Norway
NAO01     60.84420     10.88650     .426 ss      1995302         -1 NORSAR Array, Norway
NAO02     60.80570     10.89710     .362 ss      1995302         -1 NORSAR Array, Norway
NAO03     60.78810     10.80840     .223 ss      1995302         -1 NORSAR Array, Norway
NAO04     60.81050     10.76250     .297 ss      1995302         -1 NORSAR Array, Norway
NAO05     60.85070     10.81930     .290 ss      1995302         -1 NORSAR Array, Norway
NB200     61.03970     11.21480     .717 ss      1995302         -1 NORSAR Array, Norway
NB201     61.04950     11.29390     .613 ss      1995302         -1 NORSAR Array, Norway
NB202     61.00690     11.27780     .647 ss      1995302         -1 NORSAR Array, Norway
NB203     61.01070     11.16770     .730 ss      1995302         -1 NORSAR Array, Norway
NB204     61.04980     11.15810     .670 ss      1995302         -1 NORSAR Array, Norway
NB205     61.07100     11.19770     .637 ss      1995302         -1 NORSAR Array, Norway
NBO00     61.03070     10.77770     .529 ss      1995302         -1 NORSAR Array, Norway
NBO01     61.06160     10.78340     .596 ss      1995302         -1 NORSAR Array, Norway
NBO02     61.04920     10.85690     .521 ss      1995302         -1 NORSAR Array, Norway
NBO03     61.01290     10.83710     .429 ss      1995302         -1 NORSAR Array, Norway
NBO04     61.01190     10.75240     .398 ss      1995302         -1 NORSAR Array, Norway
NBO05     61.05970     10.72190     .553 ss      1995302         -1 NORSAR Array, Norway
NC200     61.28070     10.83540     .847 ss      1995302         -1 NORSAR Array, Norway
NC201     61.29880     10.91380    1.033 ss      1995302         -1 NORSAR Array, Norway
NC202     61.25450     10.91100    1.054 ss      1995302         -1 NORSAR Array, Norway
NC203     61.24380     10.83180     .714 ss      1995302         -1 NORSAR Array, Norway
NC204     61.27590     10.76290     .851 ss      1995302         -1 NORSAR Array, Norway
NC205     61.32310     10.82270     .958 ss      1995302         -1 NORSAR Array, Norway
NC300     61.26170     11.41410     .366 ss      1995302         -1 NORSAR Array, Norway
NC301     61.27620     11.49050     .290 ss      1995302         -1 NORSAR Array, Norway
NC302     61.23280     11.47260     .300 ss      1995302         -1 NORSAR Array, Norway
NC303     61.22510     11.36900     .401 ss      1995302         -1 NORSAR Array, Norway
NC304     61.27840     11.33200     .393 ss      1995302         -1 NORSAR Array, Norway
NC305     61.29790     11.40350     .312 ss      1995302         -1 NORSAR Array, Norway
NC400     61.07910     11.71890     .522 ss      1995302         -1 NORSAR Array, Norway
NC401     61.08040     11.79940     .583 ss      1995302         -1 NORSAR Array, Norway
NC402     61.04460     11.75730     .450 ss      1995302         -1 NORSAR Array, Norway
NC403     61.05370     11.66830     .304 ss      1995302         -1 NORSAR Array, Norway
NC404     61.09820     11.64560     .332 ss      1995302         -1 NORSAR Array, Norway
NC405     61.11280     11.71530     .496 ss      1995302         -1 NORSAR Array, Norway
NC600     60.74730     11.45840     .321 ss      1995302         -1 NORSAR Array, Norway
NC601     60.77460     11.54160     .248 ss      1995302         -1 NORSAR Array, Norway
NC602     60.73530     11.54140     .305 ss      1995302         -1 NORSAR Array, Norway
NC603     60.70500     11.48070     .340 ss      1995302         -1 NORSAR Array, Norway
NC604     60.72630     11.39560     .378 ss      1995302         -1 NORSAR Array, Norway
NC605     60.77700     11.41030     .242 ss      1995302         -1 NORSAR Array, Norway
NEW       48.26333   -117.12000     .760 ss      1966152         -1 Newport, WA
NIL       33.65000     73.25120     .536 ss      1969152         -1 Nilore, Pakistan
NNA      -11.98730    -76.84220     .575 ss      2006194         -1 NANA, PERU
NNA      -11.98750    -76.84220     .575 ss      1988174    2006192 Nana, Peru
NOA       61.03970     11.21480     .717 ar      1995302         -1 NORSAR Array, Norway
NRIK      69.33958     87.55504     .215 ss      2010301         -1 Norilsk
NRIS      69.00610     87.99640     .498 ss      1993351         -1 Norilsk, Russia
NV01      38.42961   -118.30355    2.042 ss      1997260         -1 MINA ARRAY ELEMENT NV01
NV02      38.43736   -118.30486    2.107 ss      1997260         -1 MINA ARRAY ELEMENT NV02
NV03      38.42791   -118.29371    1.991 ss      1997260         -1 MINA ARRAY ELEMENT NV03
NV04      38.42325   -118.30679    1.996 ss      1997260         -1 MINA ARRAY ELEMENT NV04
NV05      38.44637   -118.29126    2.193 ss      1997260         -1 MINA ARRAY ELEMENT NV05
NV06      38.42241   -118.27440    1.948 ss      1997260         -1 MINA ARRAY ELEMENT NV06
NV07      38.41050   -118.29485    1.861 ss      1997260         -1 MINA ARRAY ELEMENT NV07
NV08      38.40410   -118.31844    1.810 ss      1997260         -1 MINA ARRAY ELEMENT NV08
NV09      38.43546   -118.33518    1.930 ss      1997260         -1 MINA ARRAY ELEMENT NV09
NV10      38.44878   -118.31936    2.145 ss      1997260         -1 MINA ARRAY ELEMENT NV10
NV11      38.43205   -118.15535    1.509 ss      1997260         -1 MINA ARRAY ELEMENT NV11
NV31      38.43205   -118.15535    1.509 ss      1997260         -1 MINA ARRAY ELEMENT NV31
NV32      38.33419   -118.30030    1.836 ss      1997260    2008009 MINA ARRAY ELEMENT NV32
NV33      38.48576   -118.42377    1.946 ss      1997260    2008009 MINA ARRAY ELEMENT NV33
NVAR      38.42961   -118.30355    2.042 ar      1997260         -1 MINA ARRAY ELEMENT NVAR
NVIAR     38.42960   -118.30360    2.042 ar      1999319    2000001 Mina Array, Nevada Infra
NWAO     -32.92770    117.23900     .354 ss      1975244         -1 NARROGIN
OBN       55.11380     36.56870     .160 ss      1989060         -1 Obninsk
OPO      -18.57060     47.18790    1.460 ss      1978321         -1 AMBOHIDRATOMPO
PALK       7.27280     80.70220     .460 ss      2008010         -1 PALLEKELE, SRI LANKA
PCRV      10.16340    -64.58963     .261 ss      2003245         -1 Puerto la Cruz
PD01      42.77650   -109.58320    2.199 ss      1991001    2010299 Pinedale Array, Wyoming
PD01      42.77650   -109.58314    2.192 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD02      42.77820   -109.56640    2.218 ss      1991001    2010299 Pinedale Array, Wyoming
PD02      42.77818   -109.56630    2.207 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD03      42.77582   -109.54950    2.286 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD03      42.77590   -109.54960    2.293 ss      1991001    2010299 Pinedale Array, Wyoming
PD04      42.76602   -109.57426    2.172 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD04      42.76600   -109.57440    2.185 ss      1991001    2010299 Pinedale Array, Wyoming
PD05      42.77040   -109.56660    2.184 ss      1991001    2010299 Pinedale Array, Wyoming
PD05      42.77048   -109.56646    2.185 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD06      42.76675   -109.55813    2.210 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD06      42.76670   -109.55830    2.224 ss      1991001    2010299 Pinedale Array, Wyoming
PD07      42.77040   -109.54450    2.331 ss      1991001    2010299 Pinedale Array, Wyoming
PD07      42.77004   -109.54513    2.341 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD08      42.75897   -109.58343    2.172 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD08      42.75890   -109.58360    2.190 ss      1991001    2010299 Pinedale Array, Wyoming
PD09      42.76189   -109.56691    2.173 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD09      42.76180   -109.56720    2.208 ss      1991001    2010299 Pinedale Array, Wyoming
PD10      42.75951   -109.55685    2.199 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD10      42.75950   -109.55700    2.216 ss      1991001    2010299 Pinedale Array, Wyoming
PD11      42.75260   -109.57690    2.182 ss      1991001    2010299 Pinedale Array, Wyoming
PD11      42.75265   -109.57681    2.172 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD12      42.75521   -109.56299    2.169 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD12      42.75510   -109.56310    2.186 ss      1991001    2010299 Pinedale Array, Wyoming
PD13      42.75510   -109.54970    2.337 ss      1991001    2010299 Pinedale Array, Wyoming
PD13      42.75537   -109.54914    2.245 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD31      42.76738   -109.55790    2.215 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD31      42.76670   -109.55790    2.214 ss      1991001    2010299 Pinedale Array, Wyoming
PD32      42.76704   -109.55817    2.213 ss      2010300         -1 Pinedale Array, Wyoming, USA
PD32      42.76700   -109.55820    2.219 ss      2000176    2010299 Pinedale, Wyoming, USA
PDAR      42.76738   -109.55790    2.213 ar      2010300         -1 Pinedale Array, Wyoming, USA
PDAR      42.76670   -109.55790    2.214 ar      1991001    2010299 Pinedale Array, Wyoming
PDI01     42.76680   -109.59390    2.332 ss      1996100         -1 Pinedale Infrasonic Array, Wyoming
PDI02     42.76630   -109.59280    2.332 ss      1996100         -1 Pinedale Infrasonic Array, Wyoming
PDI03     42.76590   -109.59390    2.332 ss      1996100         -1 Pinedale Infrasonic Array, Wyoming
PDI04     42.76630   -109.59500    2.332 ss      1996100         -1 Pinedale Infrasonic Array, Wyoming
PDIAR     42.76630   -109.59390    2.332 ar      1996100         -1 Pinedale Infrasonic Array, Wyoming
PDY       59.63330    112.70030     .300 ss      1993218         -1 Peleduy, Russia
PDY01     59.65530    112.44080     .489 ss      1999080         -1 Peleduy Array, Russia
PDY02     59.65830    112.44780     .491 ss      1999080         -1 Peleduy Array, Russia
PDY03     59.65220    112.44360     .504 ss      1999080         -1 Peleduy Array, Russia
PDY04     59.65830    112.43310     .491 ss      1999080         -1 Peleduy Array, Russia
PDY05     59.67440    112.44080     .490 ss      1999080         -1 Peleduy Array, Russia
PDY06     59.65780    112.47560     .468 ss      1999080         -1 Peleduy Array, Russia
PDY07     59.64220    112.45920     .464 ss      1999080         -1 Peleduy Array, Russia
PDY08     59.64080    112.42000     .481 ss      1999080         -1 Peleduy Array, Russia
PDY09     59.66080    112.40640     .483 ss      1999080         -1 Peleduy Array, Russia
PDY31     59.61750    112.63610     .280 ss      1999080         -1 Peleduy Array, Russia
PDYAR     59.65530    112.44080     .489 ar      1999080         -1 Peleduy Array, Russia
PEA0      53.10822    157.69885     .400 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEA0
PEA0B     53.10822    157.69887     .380 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEA0B
PEA1      53.11320    157.69840     .391 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEA1
PEA2      53.10780    157.70510     .381 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEA2
PEA3      53.10710    157.68971     .415 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEA3
PEB1      53.12600    157.69040     .369 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEB1
PEB2      53.11790    157.72190     .367 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEB2
PEB3      53.10060    157.72390     .406 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEB3
PEB4      53.09200    157.69710     .432 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEB4
PEB5      53.11970    157.67500     .430 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEB5
PES2      53.10960    157.72260     .416 ss      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PES2
PETK      53.10822    157.69885     .400 ar      2006291         -1 PETROPAVLOVSK-KAMCHATSKIY ARRAY ELEMENT PEA0
PFO       33.60920   -116.45530    1.280 ss      2006171         -1 PINON FLAT, CALIFORNIA
PFO       33.60920   -116.45500    1.280 ss      1987001    2006170 Pinon Flat, California
PLCA     -40.73060    -70.55000     .950 ss      1992300    2002141 Paso Flores, Argentina
PLCA     -40.73273    -70.55084    1.073 ss      1994308         -1 PASO FLORES, Argentina
PMG       -9.40920    147.15390     .067 ss      1993253         -1 PORT MORESBY
PMSA     -64.77420    -64.04900     .010 ss      2006173         -1 PALMER STATION, ANTARTICA
PPT      -17.58960   -149.57640     .705 ss      2008324         -1 TAHITI-Pamatai PS18, FRENCH POLYNESIA
PPT      -17.56690   -149.57640     .258 ss      2001155    2008323 TAHITI-Pamatai PS18, FRENCH POLYNESIA
PSI        2.69520     98.92400    1.069 ss      2005320         -1 PARAPAT, SUMATERA, INDONESIA
PSUR      36.30160   -122.39330     .000 ar      1995230         -1 Point Sur Array, California
PSUR0     36.30160   -122.39330     .000 ss      1995230         -1 Point Sur Array, California
PTGA       -.73158    -59.96863     .258 ss      1995319         -1 Pitinga
QSPA     -89.92790    145.00000    2.860 ss      2002363         -1 South Pole, Antarctic
RAO      -29.25170   -177.91830     .110 ss      2005075         -1 RAOUL ISLAND, NEW ZEALAND
RAR      -21.21250   -159.77330     .028 ss      1997302         -1 RAROTONGA, Cook Islands
RCBR      -5.82739    -35.90131     .067 ss      2007324         -1 RIACHUELO
RES       74.68700    -94.90000     .015 ss      1992155    2007304 RESOLUTE, NUNAVUT, CANADA
RES       74.68923    -94.89617     .019 ss      2007305         -1 RESOLUTE, NUNAVUT, CANADA
ROSC       4.84486    -74.32120    2.987 ss      1994001         -1 EL ROSAL, COLOMBIA
RPN      -27.12670   -109.33440     .110 ss      1987166    2004334 Rapanui, Easter Island
RPN      -27.12670   -109.33440     .110 ss      2004335         -1 EASTER ISLAND, CHILE
RPZ      -43.71460    171.05400     .418 ss      2001158         -1 RATA PEAKS
S2A0        .00000       .00000     .000 ss      2000001         -1 CD synthetic data
S2A1        .00000       .00000     .000 ss      2000001         -1 CD synthetic data
S2A2        .00000       .00000     .000 ss      2000001         -1 CD synthetic data
S2A3        .00000       .00000     .000 ss      2000001         -1 CD synthetic data
SADO      44.76940    -79.14170     .243 ss      1993337         -1 Sadowa, Canada
SCHQ      54.83240    -66.83318     .498 ss      1994354         -1 SCHEFFERVILLE, QUEBEC, Canada
SCHQ      54.83190    -66.83360     .501 ss      1994356    2002343 Schefferville, Canada
SDV        8.88387    -70.63405    1.619 ss      1994231         -1 SANTO DOMINGO, Venezuela
SEY       62.93280    152.38220     .218 ss      2006332         -1 SEYMCHAN, RUSSIAN FEDERATION
SFJD      66.99600    -50.62150     .328 ss      2005292         -1 SONDRE STROMFJORD, GREENLAND, DENMARK
SG01      37.01580   -113.61530     .000 ss      1994330         -1 St. George Infrasonic Array, Utah
SG02      37.01530   -113.61430     .000 ss      1994330         -1 St. George Infrasonic Array, Utah
SG03      37.01490   -113.61530     .000 ss      1994330         -1 St. George Infrasonic Array, Utah
SG04      37.01530   -113.61630     .000 ss      1994330         -1 St. George Infrasonic Array, Utah
SGAR      37.01530   -113.61530     .000 ar      1994330         -1 St. George Infrasonic Array, Utah
SIJI       -.86912    131.26605     .193 ss      2010088         -1 Sorong, Irian Jaya, Indonesia
SIV      -15.99100    -61.07200     .450 ss      2000139         -1 SAN IGNACIO, BOLIVIA
SJG       18.11170    -66.15000     .457 ss      1997255         -1 San Juan, PR
SNAA     -71.67070     -2.83790     .846 ss      1997060         -1 SANAE STATION, ANTARCTICA
SO31      39.67550     -3.96170     .753 ar      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO31
SO32      39.84270     -4.62020     .612 ss      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO32
SO33      39.79620     -3.81180     .687 ss      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO33
SO34      39.61110     -3.78280     .807 ss      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO34
SO35      39.50840     -3.97200     .801 ss      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO35
SO36      39.59720     -4.16876     .911 ss      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO36
SO37      39.74580     -4.19360     .830 ss      2005059         -1 SONSECA MEDIUM PERIOD ARRAY ELEMENT SO37
SONA0     47.83469    106.39499    1.416 ss      2000245         -1 SONGINO, Mongolia
SONA1     47.84677    106.40325    1.512 ss      2000245         -1 SONGINO, Mongolia
SONA2     47.85068    106.39865    1.508 ss      2000245         -1 SONGINO, Mongolia
SONA3     47.84840    106.40976    1.564 ss      2000245         -1 SONGINO, Mongolia
SONA4     47.84004    106.40429    1.462 ss      2000245         -1 SONGINO, Mongolia
SONB1     47.86303    106.40392    1.604 ss      2000245         -1 SONGINO, Mongolia
SONB2     47.84865    106.42314    1.583 ss      2000245         -1 SONGINO, Mongolia
SONB3     47.83413    106.41470    1.537 ss      2000245         -1 SONGINO, Mongolia
SONB4     47.83395    106.36041    1.402 ss      2000245         -1 SONGINO, Mongolia
SONB5     47.85388    106.36941    1.418 ss      2000245         -1 SONGINO, Mongolia
SONM      47.83469    106.39499    1.416 ar      2000245         -1 SONGINO, Mongolia
SPA0      78.17770     16.37000     .323 ss      2007081         -1 Spitsbergen Array, Spitsbergen Norway
SPA0      78.17770     16.37000     .323 ss      1992311    2007080 Spitsbergen Array, Norway
SPA1      78.17970     16.37550     .320 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPA1      78.17970     16.37550     .320 ss      1992311    2007080 Spitsbergen Array, Norway
SPA1      78.17970     16.37550     .320 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPA2      78.17590     16.37660     .250 ss      1992311    2007080 Spitsbergen Array, Norway
SPA2      78.17590     16.37660     .250 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPA2      78.17590     16.37660     .250 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPA3      78.17730     16.35880     .339 ar      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPA3      78.17730     16.35880     .339 ss      1992311    2007080 Spitsbergen Array, Norway
SPA3      78.17730     16.35880     .339 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPB1      78.17960     16.39060     .301 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
SPB1      78.17960     16.39060     .301 ss      2007081    2008099 Spitsbergen Array, Spitsbergen Norway
SPB1      78.17960     16.39060     .301 ss      1992311    2007080 Spitsbergen Array, Norway
SPB2      78.17420     16.38460     .200 ss      1992311    2007080 Spitsbergen Array, Norway
SPB2      78.17420     16.38460     .200 ss      2008100         -1 Spitsbergen Array, Spitsbergen Norway
